Index,Lat_Start,Lon_Start
2420,41.68428,-71.13737
2425,41.68446,-71.13686
2430,41.6843,-71.13573
2435,41.68327,-71.13397
2440,41.68241,-71.13171
2445,41.68119,-71.12337
2450,41.68215,-71.1217
2455,41.68346,-71.12107
2460,41.68552,-71.12088
2465,41.69324,-71.12306
2470,41.70226,-71.12079
2475,41.7265,-71.1164
2480,41.73478,-71.11728
2485,41.74167,-71.12069
2490,41.74549,-71.1212
2495,41.75018,-71.11984
2500,41.75472,-71.11694
2505,41.75824,-71.1126
2510,41.76168,-71.10489
2515,41.77024,-71.09286
2520,41.77416,-71.08802
2525,41.78174,-71.08201
2530,41.78607,-71.07933
2535,41.80464,-71.07594
2540,41.82362,-71.0701
2545,41.89414,-71.04914
2550,41.898,-71.04743
2555,41.91515,-71.03682
2560,41.943,-71.02147
2565,41.94624,-71.02107
2570,41.94815,-71.02139
2575,41.95778,-71.02695
2580,41.96071,-71.02788
2585,41.97947,-71.02532
2590,41.98403,-71.02546
2595,41.9876,-71.02682
2600,41.99772,-71.03323
2605,42.01457,-71.04396
2610,42.06128,-71.06143
2615,42.07299,-71.06242
2620,42.0819,-71.06246
2625,42.09891,-71.05782
2630,42.10346,-71.05759
2635,42.11112,-71.05918
2640,42.14466,-71.06618
2645,42.15344,-71.06802
2650,42.17652,-71.07477
2655,42.19883,-71.0777
2660,42.20016,-71.07764
2665,42.20177,-71.07671
2670,42.20315,-71.07435
2675,42.20713,-71.05468
2680,42.20958,-71.04781
2685,42.21295,-71.0429
2690,42.22099,-71.03456
2695,42.22312,-71.02983
2700,42.22477,-71.02273
2705,42.22659,-71.02061
2710,42.22865,-71.02027
2715,42.22991,-71.02086
2720,42.2327,-71.02259
2725,42.23602,-71.02332
2730,42.24008,-71.02454
2735,42.2411,-71.02549
2740,42.24342,-71.02816
2745,42.24551,-71.0337
2750,42.2474,-71.03643
2755,42.25356,-71.03852
2760,42.25505,-71.03935
2765,42.25868,-71.04179
2770,42.2675,-71.04742
2775,42.27282,-71.05043
2780,42.27563,-71.04992
2785,42.28517,-71.043
2790,42.28732,-71.04274
2795,42.29309,-71.04456
2800,42.30462,-71.0527
2805,42.30717,-71.05383
2810,42.31423,-71.05151
2815,42.31753,-71.05138
2820,42.3301,-71.06087
2825,42.33372,-71.06404
2830,42.33587,-71.0651
2835,42.33751,-71.06471
2840,42.34497,-71.06033
2845,42.34604,-71.05944
2850,42.34908,-71.0572
2855,42.35159,-71.05588
2860,42.35472,-71.0517
2865,42.35604,-71.05089
2870,42.35769,-71.05126
2875,42.35907,-71.05171
2880,42.36061,-71.05259
2885,42.36171,-71.05453
2890,42.36199,-71.05495
2895,42.36318,-71.05694
2900,42.36359,-71.05746
2905,42.36427,-71.05809
2910,42.36479,-71.05838
2915,42.36736,-71.0589
2920,42.36823,-71.05996
2925,42.37027,-71.06115
2930,42.37085,-71.06149
2935,42.37175,-71.06095
2940,42.37371,-71.05834
2945,42.37533,-71.05625
2950,42.37416,-71.05574
2955,42.37575,-71.05572
2960,42.38334,-71.07145
2965,42.38448,-71.07282
2970,42.38522,-71.073
2975,42.38523,-71.07344
2980,42.38468,-71.07408
2985,42.38539,-71.07576
2990,42.38705,-71.07773
2995,42.39092,-71.08275
3000,42.39326,-71.08489
3005,42.39908,-71.09281
3010,42.4041,-71.09753
3015,42.41054,-71.10303
3020,42.41238,-71.10362
3025,42.41927,-71.1039
3030,42.427,-71.1031
3035,42.43343,-71.10224
3040,42.44327,-71.10495
3045,42.4474,-71.10483
3050,42.46041,-71.10205
3055,42.46439,-71.1037
3060,42.4801,-71.11483
3065,42.48376,-71.11678
3070,42.49874,-71.11797
3075,42.49933,-71.1178
3080,42.50002,-71.11734
3085,42.50146,-71.11566
3090,42.50183,-71.11119
3095,42.50559,-71.09609
3100,42.50786,-71.09362
3105,42.51259,-71.09136
3110,42.51902,-71.08808
3115,42.52441,-71.08223
3120,42.52512,-71.08063
3125,42.52683,-71.07262
3130,42.52653,-71.06878
3135,42.52494,-71.0629
3140,42.51429,-71.04514
3145,42.51274,-71.03799
3150,42.51644,-71.00056
3155,42.51819,-70.99524
3160,42.52038,-70.99192
3165,42.523,-70.98233
3170,42.52333,-70.98036
3175,42.52346,-70.97526
3180,42.52452,-70.97265
3185,42.52599,-70.97213
3190,42.52727,-70.97283
3195,42.52766,-70.97338
3200,42.52961,-70.97788
3205,42.53278,-70.98172
3210,42.53614,-70.98374
3215,42.54011,-70.98431
3220,42.54729,-70.98165
3225,42.55754,-70.97509
3230,42.56307,-70.9722
3235,42.57362,-70.96955
3240,42.57789,-70.96743
3245,42.58198,-70.96356
3250,42.58555,-70.96142
3255,42.58911,-70.96079
3260,42.591,-70.96099
3265,42.59387,-70.96206
3270,42.61802,-70.97752
3275,42.62339,-70.97868
3280,42.63651,-70.97679
3285,42.67988,-70.97571
3290,42.6905,-70.97161
3295,42.70393,-70.9658
3300,42.75905,-70.93994
3305,42.77723,-70.92795
3310,42.78049,-70.92593
3315,42.7869,-70.92238
3320,42.80197,-70.91508
3325,42.80878,-70.91436
3330,42.82342,-70.91587
3335,42.82931,-70.91503
3340,42.83345,-70.91208
3345,42.83765,-70.90864
3350,42.84732,-70.90136
3355,42.87851,-70.88376
3360,42.88701,-70.88143
3365,42.90009,-70.87843
3370,42.91199,-70.87384
3375,42.93167,-70.86365
3380,42.93648,-70.86141
3385,42.94489,-70.85971
3390,42.95741,-70.85719
3395,42.97094,-70.85442
3400,42.98975,-70.85031
3405,42.9924,-70.84918
3410,43.05103,-70.81117
3415,43.05514,-70.80793
3420,43.06086,-70.79954
3425,43.06863,-70.78777
3430,43.07057,-70.78643
3435,43.07303,-70.78415
3440,43.07786,-70.77721
3445,43.08063,-70.77489
3450,43.0844,-70.77334
3455,43.08982,-70.7708
3460,43.09051,-70.77011
3465,43.09164,-70.76829
3470,43.09753,-70.75758
3475,43.13188,-70.71563
3480,43.13529,-70.71073
3485,43.15501,-70.6689
3490,43.15955,-70.65966
3495,43.16183,-70.65689
3500,43.16465,-70.65457
3505,43.1874,-70.646
3510,43.20398,-70.64347
3515,43.22387,-70.63697
3520,43.22945,-70.63599
3525,43.23405,-70.63394
3530,43.25828,-70.61985
3535,43.29567,-70.61596
3540,43.31295,-70.61368
3545,43.33724,-70.60025
3550,43.36124,-70.58689
3555,43.38133,-70.57569
3560,43.39402,-70.56862
3565,43.39735,-70.56676
3570,43.42037,-70.5539
3575,43.43949,-70.54037
3580,43.46187,-70.52361
3585,43.47044,-70.51168
3590,43.47365,-70.50701
3595,43.47711,-70.50257
3600,43.48507,-70.49519
3605,43.4926,-70.49174
3610,43.49387,-70.4912
3615,43.49918,-70.48783
3620,43.50414,-70.48346
3625,43.52497,-70.45568
3630,43.55903,-70.41942
3635,43.57852,-70.39879
3640,43.58391,-70.39306
3645,43.60404,-70.37334
3650,43.62197,-70.35464
3655,43.62299,-70.35357
3660,43.62448,-70.35161
3665,43.62525,-70.34986
3670,43.62584,-70.34513
3675,43.62801,-70.32128
3680,43.63754,-70.29574
3685,43.64039,-70.29311
3690,43.64432,-70.29128
3695,43.65026,-70.28877
3700,43.65308,-70.28756
3705,43.65547,-70.28604
3710,43.65705,-70.28316
3715,43.6581,-70.27837
3720,43.66002,-70.27495
3725,43.66389,-70.26378
3730,43.66578,-70.26097
3735,43.66772,-70.25939
3740,43.66949,-70.25861
3745,43.67358,-70.25672
3750,43.67825,-70.25644
3755,43.67937,-70.25614
3760,43.68257,-70.25332
3765,43.68424,-70.25217
3770,43.68604,-70.2523
3775,43.68856,-70.25478
3780,43.69105,-70.25593
3785,43.70835,-70.25524
3790,43.71185,-70.25395
3795,43.71665,-70.25018
3800,43.72631,-70.23927
3805,43.73223,-70.23032
3810,43.74301,-70.22357
3815,43.75393,-70.21358
3820,43.77998,-70.19585
3825,43.78298,-70.19314
3830,43.78594,-70.18829
3835,43.79713,-70.17786
3840,43.80795,-70.1663
3845,43.80976,-70.16395
3850,43.81252,-70.15484
3855,43.81421,-70.15103
3860,43.81707,-70.1471
3865,43.83389,-70.13004
3870,43.84247,-70.1212
3875,43.85071,-70.11533
3880,43.85309,-70.11413
3885,43.85557,-70.11287
3890,43.8633,-70.10874
3895,43.86689,-70.10521
3900,43.8694,-70.10109
3905,43.87439,-70.09026
3910,43.87752,-70.08558
3915,43.88198,-70.08276
3920,43.88348,-70.08192
3925,43.89383,-70.07847
3930,43.89785,-70.07708
3935,43.89998,-70.07526
3940,43.90109,-70.07361
3945,43.90302,-70.06767
3950,43.90536,-70.05841
3955,43.91529,-70.02754
3960,43.91702,-70.02008
3965,43.91658,-70.0147
3970,43.91257,-70.00223
3975,43.91212,-69.99842
3980,43.91318,-69.97607
3985,43.91639,-69.97395
3990,43.91755,-69.97064
3995,43.91795,-69.96861
4000,43.91918,-69.95195
4005,43.91198,-69.9381
4010,43.90983,-69.93087
4015,43.90902,-69.9246
4020,43.91044,-69.91362
4025,43.91744,-69.89197
4030,43.9187,-69.88443
4035,43.91766,-69.86378
4040,43.91669,-69.85962
4045,43.91213,-69.84867
4050,43.90728,-69.8368
4055,43.90768,-69.82838
4060,43.90921,-69.82506
4065,43.91169,-69.81496
4070,43.9119,-69.80326
4075,43.91294,-69.8016
4080,43.91629,-69.80158
4085,43.9169,-69.80151
4090,43.92138,-69.79875
4095,43.92665,-69.79021
4100,43.93306,-69.7812
4105,43.94618,-69.75235
4110,43.95496,-69.73797
4115,43.96805,-69.71882
4120,43.97158,-69.71297
4125,43.97836,-69.70629
4130,43.9878,-69.69338
4135,43.99607,-69.6842
4140,44.00015,-69.67884
4145,44.00048,-69.67835
4150,44.00282,-69.67416
4155,44.00319,-69.67313
4160,44.00479,-69.67067
4165,44.00494,-69.66819
4170,44.00472,-69.66774
4175,44.00436,-69.66742
4180,44.00367,-69.66728
4185,44.00329,-69.66694
4190,44.00118,-69.65935
4195,43.99975,-69.64914
4200,44.00167,-69.634
4205,44.00283,-69.62774
4210,44.00174,-69.61737
4215,44.00334,-69.61173
4220,44.00894,-69.60472
4225,44.01026,-69.60257
4230,44.01244,-69.59002
4235,44.01512,-69.58447
4240,44.02086,-69.57839
4245,44.02601,-69.56584
4250,44.02794,-69.55058
4255,44.02956,-69.54694
4260,44.03803,-69.53697
4265,44.04006,-69.53402
4270,44.04118,-69.53134
4275,44.04424,-69.51127
4280,44.04575,-69.50851
4285,44.0477,-69.50401
4290,44.04513,-69.50579
4295,44.04284,-69.50901
4300,44.0395,-69.51089
4305,44.03585,-69.50316
4310,44.03611,-69.50059
4315,44.03684,-69.49299
4320,44.03594,-69.48202
4325,44.03546,-69.48077
4330,44.033,-69.47705
4335,44.032,-69.47239
4340,44.02985,-69.46959
4345,44.02711,-69.46818
4350,44.02614,-69.4672
4355,44.02492,-69.46716
4360,44.02311,-69.46659
4365,44.02164,-69.46466
4370,44.01849,-69.46368
4375,44.01711,-69.46206
4380,44.01774,-69.4577
4385,44.01866,-69.45257
4390,44.01826,-69.45103
4395,44.01721,-69.4492
4400,44.01869,-69.44597
4405,44.01955,-69.44379
4410,44.02238,-69.4413
4415,44.02539,-69.4391
4420,44.02687,-69.43827
4425,44.03104,-69.43624
4430,44.03332,-69.4298
4435,44.03305,-69.42609
4440,44.03336,-69.42355
4445,44.03179,-69.41706
4450,44.03706,-69.41512
4455,44.03917,-69.41483
4460,44.04298,-69.41541
4465,44.04427,-69.41512
4470,44.04626,-69.4137
4475,44.04721,-69.41326
4480,44.04992,-69.41371
4485,44.05098,-69.41313
4490,44.05247,-69.41295
4495,44.05517,-69.41282
4500,44.05585,-69.41259
4505,44.05652,-69.41203
4510,44.05699,-69.41021
4515,44.05899,-69.40778
4520,44.06067,-69.40631
4525,44.06181,-69.40511
4530,44.06256,-69.40199
4535,44.06345,-69.40104
4540,44.07007,-69.40019
4545,44.0726,-69.39936
4550,44.07529,-69.39976
4555,44.07658,-69.39976
4560,44.07718,-69.39959
4565,44.08298,-69.39435
4570,44.084,-69.39276
4575,44.08496,-69.39113
4580,44.08659,-69.39021
4585,44.08784,-69.38961
4590,44.09107,-69.38659
4595,44.09392,-69.38534
4600,44.09542,-69.37971
4605,44.09504,-69.37676
4610,44.09532,-69.37559
4615,44.09808,-69.37151
4620,44.10014,-69.36983
4625,44.10239,-69.36966
4630,44.10336,-69.36916
4635,44.1043,-69.36575
4640,44.10832,-69.35743
4645,44.10783,-69.33444
4650,44.11151,-69.31792
4655,44.11614,-69.30277
4660,44.11838,-69.29895
4665,44.12079,-69.28539
4670,44.11997,-69.27571
4675,44.11443,-69.2572
4680,44.11324,-69.25544
4685,44.10644,-69.25184
4690,44.10177,-69.24917
4695,44.09971,-69.24747
4700,44.09572,-69.24184
4705,44.09452,-69.24071
4710,44.09103,-69.23595
4715,44.08963,-69.23402
4720,44.08701,-69.23212
4725,44.081,-69.22534
4730,44.07991,-69.224
4735,44.07887,-69.22055
4740,44.07719,-69.20441
4745,44.07636,-69.20129
4750,44.0773,-69.19623
4755,44.08096,-69.17175
4760,44.08161,-69.17027
4765,44.08406,-69.1674
4770,44.09706,-69.13111
4775,44.10084,-69.12692
4780,44.10151,-69.12847
4785,44.10903,-69.13248
4790,44.11398,-69.13128
4795,44.11927,-69.12504
4800,44.12118,-69.12173
4805,44.12487,-69.11533
4810,44.12596,-69.11485
4815,44.12599,-69.11365
4820,44.12771,-69.11059
4825,44.13005,-69.10529
4830,44.13731,-69.09579
4835,44.14016,-69.09109
4840,44.14162,-69.08996
4845,44.14287,-69.08949
4850,44.1497,-69.08706
4855,44.15696,-69.08547
4860,44.16494,-69.08464
4865,44.17004,-69.08058
4870,44.17396,-69.07952
4875,44.17987,-69.0808
4880,44.18299,-69.08315
4885,44.18484,-69.08287
4890,44.19106,-69.07949
4895,44.19633,-69.08009
4900,44.19836,-69.07946
4905,44.20447,-69.07198
4910,44.20986,-69.06485
4915,44.212,-69.0649
4920,44.21542,-69.05996
4925,44.22182,-69.05244
4930,44.22615,-69.0503
4935,44.23439,-69.0454
4940,44.2383,-69.0406
4945,44.2405,-69.03808
4950,44.24978,-69.03317
4955,44.25369,-69.02979
4960,44.26106,-69.02131
4965,44.26522,-69.01885
4970,44.27154,-69.01472
4975,44.27975,-69.00913
4980,44.28163,-69.00855
4985,44.28526,-69.00875
4990,44.28904,-69.00831
4995,44.29481,-69.00763
