Requested on,Dataflow name,Dataflow refresh status,Table name,Partition name,Refresh status,Start time,End time,Duration,Rows processed,Bytes processed (KB),Max commit (KB),Processor Time,Wait time,Compute engine,Error,
2022-05-16 08:01:32,USA_Stage1,Failed,Journey_USA_Stage1,NA,Completed,2022-05-16 08:01:32,2022-05-16 08:02:03,00:00:30.6740,NA,NA,NA,NA,NA,NA,NA
2022-05-16 08:02:03,USA_Stage1,Failed,StravaData,NA,Failed,2022-05-16 08:02:03,2022-05-16 08:02:35,00:00:31.8130,NA,NA,NA,NA,NA,NA,Error: DataSource.Error: Microsoft SQL: Arithmetic overflow error converting nvarchar to data type numeric. Request ID: 60c9c1f2-0b24-7806-9b02-581861c12d59 Activity ID: 431c805d-5a13-4b81-8405-6a65e9daaa5f
